year,sector,unit,data
1962,Transportation,Million cubic feet,15547.77
1962,Transportation,Million kilowatthours,0.0
1962,Transportation,Thousand barrels,114192.65122
1962,Transportation,Thousand short tons,0.9015700000000001
1963,Commercial,Million cubic feet,14307.945
1963,Commercial,Million kilowatthours,10864.93396
1963,Commercial,Thousand barrels,2222.4030599999996
1963,Commercial,Thousand short tons,0.0
1963,Electric power,Million cubic feet,59980.65557
1963,Electric power,Thousand barrels,523.1727099999999
1963,Electric power,Thousand short tons,8271.91078
1963,Industrial,Million cubic feet,54513.06044
1963,Industrial,Million kilowatthours,9441.39638
1963,Industrial,Thousand barrels,17606.94797
1963,Residential,Million cubic feet,25130.717999999997
1963,Residential,Million kilowatthours,6523.15714
1963,Residential,Thousand barrels,2890.47729
1963,Residential,Thousand short tons,0.0
1963,Transportation,Million cubic feet,15600.345
1963,Transportation,Million kilowatthours,0.0
1963,Transportation,Thousand barrels,121145.15477000002
1963,Transportation,Thousand short tons,0.59375
1964,Commercial,Million cubic feet,24446.575
1964,Commercial,Million kilowatthours,11305.27303
1964,Commercial,Thousand barrels,2560.5063500000006
1964,Commercial,Thousand short tons,0.0
1964,Electric power,Million cubic feet,52452.8104
1964,Electric power,Thousand barrels,657.96599
1964,Electric power,Thousand short tons,8989.69557
1964,Industrial,Million cubic feet,48610.0896
1964,Industrial,Million kilowatthours,10061.01899
1964,Industrial,Thousand barrels,16270.099590000002
1964,Residential,Million cubic feet,30453.675
1964,Residential,Million kilowatthours,7228.281059999999
1964,Residential,Thousand barrels,3064.57382
1964,Residential,Thousand short tons,0.0
1964,Transportation,Million cubic feet,18659.85
1964,Transportation,Million kilowatthours,0.0
1964,Transportation,Thousand barrels,125064.85768
1964,Transportation,Thousand short tons,0.4163
1965,Commercial,Million cubic feet,20695.784
1965,Commercial,Million kilowatthours,10385.99152
1965,Commercial,Thousand barrels,2433.20453
1965,Commercial,Thousand short tons,0.0
1965,Electric power,Million cubic feet,39531.95378
1965,Electric power,Thousand barrels,277.67163999999997
1965,Electric power,Thousand short tons,6937.94175
1965,Industrial,Million cubic feet,59365.35822
1965,Industrial,Million kilowatthours,11363.9492
1965,Industrial,Thousand barrels,20118.03473
1965,Residential,Million cubic feet,27100.136000000002
1965,Residential,Million kilowatthours,7610.370459999999
1965,Residential,Thousand barrels,2990.35646
1965,Residential,Thousand short tons,0.0
1965,Transportation,Million cubic feet,19370.152
1965,Transportation,Million kilowatthours,0.0
1965,Transportation,Thousand barrels,120076.98421
1965,Transportation,Thousand short tons,0.30079
1966,Commercial,Million cubic feet,19313.124
1966,Commercial,Million kilowatthours,11178.360279999999
1966,Commercial,Thousand barrels,2406.13825
1966,Commercial,Thousand short tons,0.0
1966,Electric power,Million cubic feet,44750.94868
1966,Electric power,Thousand barrels,92.3246
1966,Electric power,Thousand short tons,7325.6959799999995
1966,Industrial,Million cubic feet,62171.17132
1966,Industrial,Million kilowatthours,12239.78912
1966,Industrial,Thousand barrels,27227.858389999998
1966,Residential,Million cubic feet,26918.292
1966,Residential,Million kilowatthours,9235.34229
1966,Residential,Thousand barrels,2218.5562900000004
1966,Residential,Thousand short tons,0.0
1966,Transportation,Million cubic feet,21294.04
1966,Transportation,Million kilowatthours,0.0
1966,Transportation,Thousand barrels,127402.79458
1966,Transportation,Thousand short tons,0.13940999999999998
1967,Commercial,Million cubic feet,24851.775
1967,Commercial,Million kilowatthours,12255.75046
1967,Commercial,Thousand barrels,2685.1420399999997
1967,Commercial,Thousand short tons,0.0
1967,Electric power,Million cubic feet,42539.93613
1967,Electric power,Thousand barrels,97.78171
1967,Electric power,Thousand short tons,7161.55556
1967,Industrial,Million cubic feet,49402.155
1967,Industrial,Million kilowatthours,11983.629809999999
1967,Industrial,Thousand barrels,27644.03048
1967,Residential,Million cubic feet,27025.44
1967,Residential,Million kilowatthours,9961.61037
1967,Residential,Thousand barrels,3066.70048
1967,Residential,Thousand short tons,0.0
1967,Transportation,Million cubic feet,25266.06
1967,Transportation,Million kilowatthours,0.0
1967,Transportation,Thousand barrels,134469.07184
1967,Transportation,Thousand short tons,0.052829999999999995
1968,Commercial,Million cubic feet,25166.564
1968,Commercial,Million kilowatthours,12880.67873
1968,Commercial,Thousand barrels,3117.58027
1968,Commercial,Thousand short tons,0.0
1968,Electric power,Million cubic feet,50418.461260000004
1968,Electric power,Thousand barrels,295.71533
1968,Electric power,Thousand short tons,8114.70867
1968,Industrial,Million cubic feet,57801.644
1968,Industrial,Million kilowatthours,12780.88523
1968,Industrial,Thousand barrels,26322.888049999998
1968,Residential,Million cubic feet,28708.756
1968,Residential,Million kilowatthours,11063.76485
1968,Residential,Thousand barrels,3108.79227
1968,Residential,Thousand short tons,0.0
1968,Transportation,Million cubic feet,27869.476000000002
1968,Transportation,Million kilowatthours,0.0
1968,Transportation,Thousand barrels,155751.76022999999
1968,Transportation,Thousand short tons,0.04877
1969,Commercial,Million cubic feet,26363.076
1969,Commercial,Million kilowatthours,14687.83771
1969,Commercial,Thousand barrels,3482.03758
1969,Commercial,Thousand short tons,0.0
1969,Electric power,Million cubic feet,61534.1223
1969,Electric power,Thousand barrels,273.37762000000004
1969,Electric power,Thousand short tons,8337.76454
1969,Industrial,Million cubic feet,62909.416
1969,Industrial,Million kilowatthours,14539.444269999998
1969,Industrial,Thousand barrels,30243.165910000003
1969,Residential,Million cubic feet,30586.376
1969,Residential,Million kilowatthours,13353.2032
1969,Residential,Thousand barrels,3362.75396
1969,Residential,Thousand short tons,0.0
1969,Transportation,Million cubic feet,28939.02
1969,Transportation,Million kilowatthours,0.0
1969,Transportation,Thousand barrels,163969.47638
1969,Transportation,Thousand short tons,0.07318999999999999
1970,Commercial,Million cubic feet,24044.595
1970,Commercial,Million kilowatthours,16003.20465
1970,Commercial,Thousand barrels,3215.7559199999996
1970,Commercial,Thousand short tons,0.0
1970,Electric power,Million cubic feet,62372.926929999994
1970,Electric power,Thousand barrels,121.01846
1970,Electric power,Thousand short tons,8514.12306
1970,Industrial,Million cubic feet,61169.958
1970,Industrial,Million kilowatthours,16352.40799
1970,Industrial,Thousand barrels,37373.93486
1970,Residential,Million cubic feet,31430.061
1970,Residential,Million kilowatthours,14764.64865
1970,Residential,Thousand barrels,3785.22487
1970,Residential,Thousand short tons,0.0
1970,Transportation,Million cubic feet,25365.167999999998
1970,Transportation,Million kilowatthours,0.0
1970,Transportation,Thousand barrels,168763.16571
1970,Transportation,Thousand short tons,0.17336
1971,Commercial,Million cubic feet,27114.636000000002
1971,Commercial,Million kilowatthours,18095.835430000003
1971,Commercial,Thousand barrels,3518.67442
1971,Commercial,Thousand short tons,0.0
1971,Electric power,Million cubic feet,72416.19488
1971,Electric power,Thousand barrels,2561.73246
1971,Electric power,Thousand short tons,8682.67958
1971,Industrial,Million cubic feet,64159.515
1971,Industrial,Million kilowatthours,17144.54252
1971,Industrial,Thousand barrels,34613.00849
1971,Residential,Million cubic feet,34543.521
1971,Residential,Million kilowatthours,16824.8552
1971,Residential,Thousand barrels,3827.73874
1971,Residential,Thousand short tons,0.0
1971,Transportation,Million cubic feet,27664.257
1971,Transportation,Million kilowatthours,0.0
1971,Transportation,Thousand barrels,176623.87055
1971,Transportation,Thousand short tons,0.25154
1972,Commercial,Million cubic feet,28339.30555
1972,Commercial,Million kilowatthours,20412.45719
1972,Commercial,Thousand barrels,4330.479119999999
1972,Commercial,Thousand short tons,0.0
1972,Electric power,Million cubic feet,83154.75682000001
1972,Electric power,Thousand barrels,8806.28892
1972,Electric power,Thousand short tons,7244.93161
1972,Industrial,Million cubic feet,66498.62023
1972,Industrial,Million kilowatthours,19216.503070000002
1972,Industrial,Thousand barrels,45101.75196
1972,Residential,Million cubic feet,36085.34729
1972,Residential,Million kilowatthours,19851.2139
1972,Residential,Thousand barrels,4258.95225
1972,Residential,Thousand short tons,0.0
1972,Transportation,Million cubic feet,27277.569069999998
1972,Transportation,Million kilowatthours,0.0
1972,Transportation,Thousand barrels,197883.94573
1972,Transportation,Thousand short tons,0.28175
1973,Commercial,Million cubic feet,33467.49648
1973,Commercial,Million kilowatthours,21959.07926
1973,Commercial,Thousand barrels,5617.07216
1973,Commercial,Thousand short tons,0.0
1973,Electric power,Million cubic feet,60486.819429999996
1973,Electric power,Thousand barrels,43690.65147
1973,Electric power,Thousand short tons,9691.90603
1973,Industrial,Million cubic feet,68969.63832
1973,Industrial,Million kilowatthours,20487.658929999998
1973,Industrial,Thousand barrels,50633.447210000006
1973,Residential,Million cubic feet,38168.0112
1973,Residential,Million kilowatthours,22918.45177
1973,Residential,Thousand barrels,4313.38478
1973,Residential,Thousand short tons,0.0
1973,Transportation,Million cubic feet,25232.12736
1973,Transportation,Million kilowatthours,0.0
1973,Transportation,Thousand barrels,218634.36517
1973,Transportation,Thousand short tons,0.16805
1974,Commercial,Million cubic feet,34774.95078
1974,Commercial,Million kilowatthours,23268.64239
1974,Commercial,Thousand barrels,5763.91791
1974,Commercial,Thousand short tons,0.0
1974,Electric power,Million cubic feet,43308.167180000004
1974,Electric power,Thousand barrels,48858.11909
1974,Electric power,Thousand short tons,48136.39713
1974,Industrial,Million cubic feet,68924.33055
1974,Industrial,Million kilowatthours,21797.0276
1974,Industrial,Thousand barrels,53089.84597999999
1974,Residential,Million cubic feet,34342.68015
1974,Residential,Million kilowatthours,24209.07489
1974,Residential,Thousand barrels,4495.13094
1974,Residential,Thousand short tons,0.0
1974,Transportation,Million cubic feet,23604.95025
1974,Transportation,Million kilowatthours,0.0
1974,Transportation,Thousand barrels,209646.69254000002
1974,Transportation,Thousand short tons,0.11463
1975,Commercial,Million cubic feet,34255.86566
1975,Commercial,Million kilowatthours,24438.32717
1975,Commercial,Thousand barrels,4928.8932700000005
1975,Commercial,Thousand short tons,0.0
1975,Electric power,Million cubic feet,18949.28654
1975,Electric power,Thousand barrels,36190.757139999994
1975,Electric power,Thousand short tons,89816.59815
1975,Industrial,Million cubic feet,53389.52676
1975,Industrial,Million kilowatthours,23581.64659
1975,Industrial,Thousand barrels,40318.418900000004
1975,Residential,Million cubic feet,39811.239669999995
1975,Residential,Million kilowatthours,24353.184119999998
1975,Residential,Thousand barrels,3494.1410100000003
1975,Residential,Thousand short tons,0.0
1975,Transportation,Million cubic feet,17939.25044
1975,Transportation,Million kilowatthours,0.0
1975,Transportation,Thousand barrels,212192.82572
1975,Transportation,Thousand short tons,0.42898000000000003
1976,Commercial,Million cubic feet,38552.99047
1976,Commercial,Million kilowatthours,26020.171309999998
1976,Commercial,Thousand barrels,5694.5129799999995
1976,Commercial,Thousand short tons,0.0
1976,Electric power,Million cubic feet,26089.89434
1976,Electric power,Thousand barrels,32610.02773
1976,Electric power,Thousand short tons,132654.4303
1976,Industrial,Million cubic feet,57191.35784
1976,Industrial,Million kilowatthours,24745.71104
1976,Industrial,Thousand barrels,40095.48152000001
1976,Residential,Million cubic feet,42227.600230000004
1976,Residential,Million kilowatthours,24903.01086
1976,Residential,Thousand barrels,3611.2500600000003
1976,Residential,Thousand short tons,0.0
1976,Transportation,Million cubic feet,16119.413990000001
1976,Transportation,Million kilowatthours,0.0
1976,Transportation,Thousand barrels,218925.64675999997
1976,Transportation,Thousand short tons,0.59845
1977,Commercial,Million cubic feet,35911.333360000004
1977,Commercial,Million kilowatthours,27995.43953
1977,Commercial,Thousand barrels,7891.8611
1977,Commercial,Thousand short tons,0.0
1977,Electric power,Million cubic feet,31439.356780000002
1977,Electric power,Thousand barrels,43887.051060000005
1977,Electric power,Thousand short tons,162773.2545
1977,Industrial,Million cubic feet,53036.55836
1977,Industrial,Million kilowatthours,24785.5656
1977,Industrial,Thousand barrels,50522.80451000001
1977,Residential,Million cubic feet,40348.08396
1977,Residential,Million kilowatthours,26800.48206
1977,Residential,Thousand barrels,4271.69607
1977,Residential,Thousand short tons,0.0
1977,Transportation,Million cubic feet,15714.106459999999
1977,Transportation,Million kilowatthours,0.0
1977,Transportation,Thousand barrels,237536.97987
1977,Transportation,Thousand short tons,1.1037700000000001
1978,Commercial,Million cubic feet,31504.35662
1978,Commercial,Million kilowatthours,28005.696
1978,Commercial,Thousand barrels,7706.63876
1978,Commercial,Thousand short tons,0.0
1978,Electric power,Million cubic feet,57859.159179999995
1978,Electric power,Thousand barrels,27858.005060000003
1978,Electric power,Thousand short tons,150820.3471
1978,Industrial,Million cubic feet,48768.330819999996
1978,Industrial,Million kilowatthours,25456.66996
1978,Industrial,Thousand barrels,59305.26283
1978,Residential,Million cubic feet,32073.0773
1978,Residential,Million kilowatthours,28633.504
1978,Residential,Thousand barrels,4651.11348
1978,Residential,Thousand short tons,0.0
1978,Transportation,Million cubic feet,16161.6785
1978,Transportation,Million kilowatthours,0.0
1978,Transportation,Thousand barrels,250853.09318999999
1978,Transportation,Thousand short tons,0.0
1979,Commercial,Million cubic feet,28063.595210000003
1979,Commercial,Million kilowatthours,29626.396
1979,Commercial,Thousand barrels,5093.307100000001
1979,Commercial,Thousand short tons,0.0
1979,Electric power,Million cubic feet,54179.18279
1979,Electric power,Thousand barrels,29742.778510000004
1979,Electric power,Thousand short tons,208241.9768
1979,Industrial,Million cubic feet,46405.70549
1979,Industrial,Million kilowatthours,27681.73011
1979,Industrial,Thousand barrels,49774.33823
1979,Residential,Million cubic feet,30734.58438
1979,Residential,Million kilowatthours,31745.248
1979,Residential,Thousand barrels,4585.6798
1979,Residential,Thousand short tons,0.0
1979,Transportation,Million cubic feet,21197.26972
1979,Transportation,Million kilowatthours,0.0
1979,Transportation,Thousand barrels,253018.27330999996
1979,Transportation,Thousand short tons,0.0
1980,Commercial,Million cubic feet,28739.857460000003
1980,Commercial,Million kilowatthours,31124.264
1980,Commercial,Thousand barrels,3262.1628899999996
1980,Commercial,Thousand short tons,0.0
1980,Electric power,Million cubic feet,52532.368330000005
1980,Electric power,Thousand barrels,7452.83613
1980,Electric power,Thousand short tons,231894.2528
1980,Industrial,Million cubic feet,39530.24306
1980,Industrial,Million kilowatthours,27464.14399
1980,Industrial,Thousand barrels,42221.71413
1980,Residential,Million cubic feet,30863.430439999996
1980,Residential,Million kilowatthours,32881.443999999996
1980,Residential,Thousand barrels,2162.9003199999997
1980,Residential,Thousand short tons,0.0
1980,Transportation,Million cubic feet,22311.63162
1980,Transportation,Million kilowatthours,0.0
1980,Transportation,Thousand barrels,243605.97161999997
1980,Transportation,Thousand short tons,0.0
1981,Commercial,Million cubic feet,28209.06612
1981,Commercial,Million kilowatthours,31605.83027
1981,Commercial,Thousand barrels,2303.37712
1981,Commercial,Thousand short tons,0.0
1981,Electric power,Million cubic feet,60748.972579999994
1981,Electric power,Thousand barrels,1274.4252
1981,Electric power,Thousand short tons,294719.9828
1981,Industrial,Million cubic feet,49856.90304
1981,Industrial,Million kilowatthours,34390.14431
1981,Industrial,Thousand barrels,33476.46022
1981,Residential,Million cubic feet,27740.708280000003
1981,Residential,Million kilowatthours,32516.49648
1981,Residential,Thousand barrels,2064.2331299999996
1981,Residential,Thousand short tons,0.0
1981,Transportation,Million cubic feet,25652.08548
1981,Transportation,Million kilowatthours,0.0
1981,Transportation,Thousand barrels,243492.32829000003
1981,Transportation,Thousand short tons,0.0
1982,Commercial,Million cubic feet,27517.0665
1982,Commercial,Million kilowatthours,31693.06487
1982,Commercial,Thousand barrels,3616.3580699999998
1982,Commercial,Thousand short tons,16.59604
1982,Electric power,Million cubic feet,32881.77833
1982,Electric power,Thousand barrels,909.3516800000001
1982,Electric power,Thousand short tons,305417.7072
1982,Industrial,Million cubic feet,31354.7927
1982,Industrial,Million kilowatthours,27697.193960000004
1982,Industrial,Thousand barrels,27854.477530000004
1982,Residential,Million cubic feet,31065.7501
1982,Residential,Million kilowatthours,32425.805519999998
1982,Residential,Thousand barrels,2581.89258
1982,Residential,Thousand short tons,3.39923
1982,Transportation,Million cubic feet,19502.9912
1982,Transportation,Million kilowatthours,0.0
1982,Transportation,Thousand barrels,241870.22806
1982,Transportation,Thousand short tons,0.0
1983,Commercial,Million cubic feet,25734.3072
1983,Commercial,Million kilowatthours,32564.892289999996
1983,Commercial,Thousand barrels,3098.5848100000003
1983,Commercial,Thousand short tons,0.0
1983,Electric power,Million cubic feet,20015.3487
1983,Electric power,Thousand barrels,3328.74017
1983,Electric power,Thousand short tons,265103.2811
1983,Industrial,Million cubic feet,31094.0528
1983,Industrial,Million kilowatthours,27157.292869999997
1983,Industrial,Thousand barrels,27935.651840000002
1983,Residential,Million cubic feet,30589.028
1983,Residential,Million kilowatthours,35575.9004
1983,Residential,Thousand barrels,2980.64359
1983,Residential,Thousand short tons,0.0
1983,Transportation,Million cubic feet,12985.3064
1983,Transportation,Million kilowatthours,0.0
1983,Transportation,Thousand barrels,250367.65013999998
1983,Transportation,Thousand short tons,0.0
1984,Commercial,Million cubic feet,26471.69546
1984,Commercial,Million kilowatthours,38109.92797
1984,Commercial,Thousand barrels,3040.1286099999993
1984,Commercial,Thousand short tons,16.0301
1984,Electric power,Million cubic feet,26659.76479
1984,Electric power,Thousand barrels,3330.9531899999997
1984,Electric power,Thousand short tons,288208.645
1984,Industrial,Million cubic feet,30500.656339999998
1984,Industrial,Million kilowatthours,25636.68248
1984,Industrial,Thousand barrels,36511.245539999996
1984,Residential,Million cubic feet,28874.21964
1984,Residential,Million kilowatthours,37907.9751
1984,Residential,Thousand barrels,2351.4462200000003
1984,Residential,Thousand short tons,3.7601
1984,Transportation,Million cubic feet,14337.745519999999
1984,Transportation,Million kilowatthours,0.0
1984,Transportation,Thousand barrels,265499.37474
1984,Transportation,Thousand short tons,0.0
1985,Commercial,Million cubic feet,26520.9808
1985,Commercial,Million kilowatthours,41949.77912
1985,Commercial,Thousand barrels,4425.79512
1985,Commercial,Thousand short tons,15.43484
1985,Electric power,Million cubic feet,44193.35669
1985,Electric power,Thousand barrels,913.2873400000001
1985,Electric power,Thousand short tons,303200.2329
1985,Industrial,Million cubic feet,17264.78202
1985,Industrial,Million kilowatthours,29013.5634
1985,Industrial,Thousand barrels,33145.788969999994
1985,Residential,Million cubic feet,29944.86452
1985,Residential,Million kilowatthours,41794.19534
1985,Residential,Thousand barrels,3158.57311
1985,Residential,Thousand short tons,4.3533599999999995
1985,Transportation,Million cubic feet,19390.852759999998
1985,Transportation,Million kilowatthours,0.0
1985,Transportation,Thousand barrels,274034.17484
1985,Transportation,Thousand short tons,0.0
1986,Commercial,Million cubic feet,24967.90323
1986,Commercial,Million kilowatthours,44655.06862
1986,Commercial,Thousand barrels,4176.0859
1986,Commercial,Thousand short tons,0.0
1986,Electric power,Million cubic feet,31953.20062
1986,Electric power,Thousand barrels,15.296270000000002
1986,Electric power,Thousand short tons,249612.9335
1986,Industrial,Million cubic feet,8804.76036
1986,Industrial,Million kilowatthours,28675.497479999998
1986,Industrial,Thousand barrels,39263.26752
1986,Residential,Million cubic feet,26347.92396
1986,Residential,Million kilowatthours,42785.30286
1986,Residential,Thousand barrels,3057.1171099999997
1986,Residential,Thousand short tons,0.0
1986,Transportation,Million cubic feet,13123.157309999999
1986,Transportation,Million kilowatthours,0.0
1986,Transportation,Thousand barrels,286572.3108
1986,Transportation,Thousand short tons,0.0
1987,Commercial,Million cubic feet,28681.408710000003
1987,Commercial,Million kilowatthours,48874.88351
1987,Commercial,Thousand barrels,5754.011559999999
1987,Commercial,Thousand short tons,1.50676
1987,Electric power,Million cubic feet,27571.7165
1987,Electric power,Thousand barrels,656.3628
1987,Electric power,Thousand short tons,269584.7826
1987,Industrial,Million cubic feet,18412.94817
1987,Industrial,Million kilowatthours,29139.108809999998
1987,Industrial,Thousand barrels,34724.11664
1987,Residential,Million cubic feet,29466.10734
1987,Residential,Million kilowatthours,47156.36829
1987,Residential,Thousand barrels,3707.99179
1987,Residential,Thousand short tons,0.45006999999999997
1987,Transportation,Million cubic feet,17273.73576
1987,Transportation,Million kilowatthours,0.0
1987,Transportation,Thousand barrels,295040.91341
1987,Transportation,Thousand short tons,0.0
1988,Commercial,Million cubic feet,29261.166
1988,Commercial,Million kilowatthours,50920.30927
1988,Commercial,Thousand barrels,4256.3003
1988,Commercial,Thousand short tons,1.9697
1988,Electric power,Million cubic feet,26189.02895
1988,Electric power,Thousand barrels,140.88538
1988,Electric power,Thousand short tons,296747.9836
1988,Industrial,Million cubic feet,25012.46
1988,Industrial,Million kilowatthours,31757.11512
1988,Industrial,Thousand barrels,35352.022970000005
1988,Residential,Million cubic feet,29165.004
1988,Residential,Million kilowatthours,50262.066230000004
1988,Residential,Thousand barrels,2841.95645
1988,Residential,Thousand short tons,0.55556
1988,Transportation,Million cubic feet,18966.662
1988,Transportation,Million kilowatthours,0.0
1988,Transportation,Thousand barrels,303861.34508
1988,Transportation,Thousand short tons,0.0
1989,Commercial,Million cubic feet,29869.85896
1989,Commercial,Million kilowatthours,53834.75437
1989,Commercial,Thousand barrels,3758.3436599999995
1989,Commercial,Thousand short tons,0.0
1989,Electric power,Million cubic feet,52423.15064
1989,Electric power,Thousand barrels,922.3783400000001
1989,Electric power,Thousand short tons,338880.9459
1989,Industrial,Million cubic feet,21639.7608
1989,Industrial,Million kilowatthours,33171.56977
1989,Industrial,Thousand barrels,40938.07121000001
1989,Residential,Million cubic feet,28286.66503
1989,Residential,Million kilowatthours,52024.47
1989,Residential,Thousand barrels,2745.5114200000003
1989,Residential,Thousand short tons,0.0
1989,Transportation,Million cubic feet,19248.1077
1989,Transportation,Million kilowatthours,0.0
1989,Transportation,Thousand barrels,302960.85747000005
1989,Transportation,Thousand short tons,0.0
1990,Commercial,Million cubic feet,29318.90082
1990,Commercial,Million kilowatthours,54790.445329999995
1990,Commercial,Thousand barrels,4815.537850000001
1990,Commercial,Thousand short tons,1.95954
1990,Electric power,Million cubic feet,25021.09187
1990,Electric power,Thousand barrels,60.54381
1990,Electric power,Thousand short tons,330160.9535
1990,Industrial,Million cubic feet,19046.4885
1990,Industrial,Million kilowatthours,34235.12088
1990,Industrial,Thousand barrels,39074.66876
1990,Residential,Million cubic feet,31300.621369999997
1990,Residential,Million kilowatthours,52468.657810000004
1990,Residential,Thousand barrels,2552.03882
1990,Residential,Thousand short tons,0.48988999999999994
1990,Transportation,Million cubic feet,26094.20541
1990,Transportation,Million kilowatthours,0.0
1990,Transportation,Thousand barrels,299457.10215
1990,Transportation,Thousand short tons,0.0
1991,Commercial,Million cubic feet,28273.57226
1991,Commercial,Million kilowatthours,53916.24999
1991,Commercial,Thousand barrels,4687.49162
1991,Commercial,Thousand short tons,5.14821
1991,Electric power,Million cubic feet,23911.99108
1991,Electric power,Thousand barrels,85.32088
1991,Electric power,Thousand short tons,333518.0754
1991,Industrial,Million cubic feet,19721.66257
1991,Industrial,Million kilowatthours,35501.75423
1991,Industrial,Thousand barrels,37809.53867
1991,Residential,Million cubic feet,32122.312439999998
1991,Residential,Million kilowatthours,53368.79459
1991,Residential,Thousand barrels,2843.83502
1991,Residential,Thousand short tons,1.1301
1991,Transportation,Million cubic feet,24149.02041
1991,Transportation,Million kilowatthours,0.0
1991,Transportation,Thousand barrels,308246.14318
1991,Transportation,Thousand short tons,0.0
1992,Commercial,Million cubic feet,27935.2514
1992,Commercial,Million kilowatthours,55839.843460000004
1992,Commercial,Thousand barrels,4088.1652799999997
1992,Commercial,Thousand short tons,65.08389
1992,Electric power,Million cubic feet,31875.01015
1992,Electric power,Thousand barrels,71.99244
1992,Electric power,Thousand short tons,356832.9273
1992,Industrial,Million cubic feet,20433.43265
1992,Industrial,Million kilowatthours,37720.523239999995
1992,Industrial,Thousand barrels,44510.90752
1992,Residential,Million cubic feet,29272.99905
1992,Residential,Million kilowatthours,55377.77336
1992,Residential,Thousand barrels,3078.2897500000004
1992,Residential,Thousand short tons,14.286710000000001
1992,Transportation,Million cubic feet,24254.19971
1992,Transportation,Million kilowatthours,0.0
1992,Transportation,Thousand barrels,312673.14016999997
1992,Transportation,Thousand short tons,0.0
1993,Commercial,Million cubic feet,28345.08138
1993,Commercial,Million kilowatthours,57027.16828
1993,Commercial,Thousand barrels,3306.82348
1993,Commercial,Thousand short tons,16.69717
1993,Electric power,Million cubic feet,21034.45522
1993,Electric power,Thousand barrels,99.37232
1993,Electric power,Thousand short tons,376336.0046
1993,Industrial,Million cubic feet,21811.5202
1993,Industrial,Million kilowatthours,37494.66248
1993,Industrial,Thousand barrels,38230.01824
1993,Residential,Million cubic feet,28954.92222
1993,Residential,Million kilowatthours,56997.76708
1993,Residential,Thousand barrels,2710.65063
1993,Residential,Thousand short tons,3.66523
1993,Transportation,Million cubic feet,18012.929030000003
1993,Transportation,Million kilowatthours,0.0
1993,Transportation,Thousand barrels,336084.06758
1993,Transportation,Thousand short tons,0.0
1994,Commercial,Million cubic feet,30004.808339999996
1994,Commercial,Million kilowatthours,60618.97727
1994,Commercial,Thousand barrels,3336.03926
1994,Commercial,Thousand short tons,1.93661
1994,Electric power,Million cubic feet,26739.911330000003
1994,Electric power,Thousand barrels,977.3770199999999
1994,Electric power,Thousand short tons,387732.0216
1994,Industrial,Million cubic feet,26656.786030000003
1994,Industrial,Million kilowatthours,38566.7163
1994,Industrial,Thousand barrels,40443.97477
1994,Residential,Million cubic feet,30516.3756
1994,Residential,Million kilowatthours,62140.60985
1994,Residential,Thousand barrels,2778.01065
1994,Residential,Thousand short tons,0.34176
1994,Transportation,Million cubic feet,25814.876959999998
1994,Transportation,Million kilowatthours,0.0
1994,Transportation,Thousand barrels,341195.94781
1994,Transportation,Thousand short tons,0.0
1995,Commercial,Million cubic feet,29281.589139999996
1995,Commercial,Million kilowatthours,63332.3498
1995,Commercial,Thousand barrels,3255.63688
1995,Commercial,Thousand short tons,96.12483
